Name,,V,T,M,n,np,B,G,E,v,H,B',G',ρ,vL,vS,va,Θe,γel,γes,γe,A,κ,κref.,Formula,space group,k_BTE_DFT,k_BTE_DFT（1000 K）,k_AFLOW_AAPL,k_AFLOW_AGL,k_AFLOW_AGL (Poisson ratio σ=0.25),k_Mingo,k_EXP,k_EXP（1000 K）
4964_PtSbY, F-43m ,4.16612970858299,300,405.736,3,3,92.2758,46.3256,119.0537801113,0.2849674922,8.4215725671,-7.28209,-4.13075,9.3173783232,4.0660666659,2.2297884497,2.4859379073,177.6509041733,2.8351760123,3.0571937097,2.9850231589,1.66E-05,19.6484111679,5.44,PtSbY,F-43m,,,,,,5.44,,
2779284_YGaCd,,6.67590663198398,300,1084.16,12,3,57.2259,29.4389,75.3891420578,0.2804340865,6.646668004,-0.66767,-0.11803,6.0445514334,3.9951361307,2.2068801607,2.4590216839,174.079928914,1.1055183737,0.429779972,0.7283754808,5.63E-07,7.0912700743,5.48,50 GaCdY,F-43m,,,,,,5.48,,
2788400_YNiAs,,6.10410902939335,300,890.072,12,3,95.4874,48.2367,123.854525988,0.2838204727,8.6860187877,-1.13065,-0.79107,6.4917195889,4.9614953424,2.7258937156,3.0386024767,235.2600590085,1.3885283247,1.6983133257,1.6017227406,3.73E-06,18.0076513379,5.62,56 NiAsY,F-43m,,,,,,5.62,,
962066_TeLiNa, F-43m ,4.35628193532767,300,157.6,3,3,22.8497,8.78234,23.3548542311,0.3296487173,2.3290337943,-0.81472,-0.11201,3.1656057322,3.3041155714,1.6656230082,1.8676098039,127.6380317255,0.9864087841,0.3605200911,0.6410802762,4.14E-07,1.5997657374,5.68,TeLiNa,F-43m,,,,,,5.68,,
1100420_SbCaNa, F-43m ,4.46925544839462,300,184.818,3,3,29.3422,9.51882,25.769821708,0.3536248037,2.0020592871,-1.06991,-0.73621,3.4378528177,3.4966850241,1.6639792926,1.8717492428,124.6873573287,2.0118038839,3.2855189351,2.9232758003,1.58E-05,3.2920377298,5.92,SbCaNa,F-43m,,,,,,5.92,,
1765084_ScSiAg,,6.17800042136865,300,723.636,12,3,93.8084,27.9932,76.3819337374,0.3642944311,3.4125921947,-0.24859,-0.22166,5.0907037374,5.0753562869,2.3449703827,2.6415921612,202.0758572954,0.3225608815,0.7669069869,0.6532835463,4.34E-07,6.5597055031,6.11,34 SiAgSc,F-43m,,,,,,6.11,,
962078_SiCaCd, F-43m ,4.20041568070235,300,180.574,3,3,55.0899,16.5213,45.0594962558,0.363678895,2.5214094477,-2.22423,-0.95542,4.0460100141,4.3658141792,2.0207315955,2.2761487284,161.3311753772,1.5141660296,1.976208779,1.8351658455,5.17E-06,5.4356118619,6.12,SiCaCd,F-43m,,,,,,6.12,,
2695692_ScGeAg,,6.30052905609923,300,901.736,12,3,77.0593,36.1836,93.8599835329,0.2969962018,6.7395800937,-1.231,-0.26764,5.980669616,4.5772826886,2.4596934293,2.7463798291,206.0061464843,1.4180300719,0.7583302988,1.026472758,1.28E-06,10.5819955987,6.19,29 GeAgSc,F-43m,,,,,,6.19,,
2744251_NaTiSb,,6.6984922723045,300,770.48,12,3,47.4736,9.59493,26.9679514063,0.4053229886,1.1562835281,-0.51638,-0.01965,4.252375893,3.7646394291,1.502121567,1.7016709467,120.0591100282,1.1862982872,0.1411002477,0.6945315414,5.02E-07,1.627544193,6.63,109 SbNaTi,F-43m,,,,,,6.63,,
2757090_PbCaMg,,7.17193291192915,300,1086.33,12,3,41.5017,11.9224,32.6415041888,0.3689149915,1.9811218205,1.44704,-0.14196,4.884887627,3.4278512995,1.5622644684,1.7609890542,116.042488746,-4.208495457,2.0295792234,2.941077901,1.6E-05,3.951619427,6.71,117 PbCaMg,F-43m,,,,,,6.71,,
1100440_SnNaSc, F-43m ,4.40079186849807,300,186.656,3,3,33.8014,8.66744,23.9548030514,0.3818845617,1.4393779365,-1.41544,-0.25007,3.6366207671,3.5316517929,1.543819118,1.7432917363,117.9367551289,1.4764387372,1.0628466671,1.2164370679,1.93E-06,1.9508956424,6.91,SnNaSc,F-43m,,,,,,6.91,,
962059_SiMgSr, F-43m ,4.55279384023712,300,140.01,3,3,24.8963,10.4755,27.5609376201,0.3154950895,2.8705094141,-0.83261,-0.42671,2.4636195894,3.9717771749,2.0620564788,2.3078469072,150.9172711309,1.5349871841,1.7553715511,1.6851156459,4.22E-06,3.6139508123,6.95,SiMgSr,F-43m,,,,,,6.95,,
1765073_CaSiMg,,6.62769203518446,300,369.872,12,3,41.4716,16.8278,44.4687517386,0.3212883365,3.630275251,-5.09599,-0.13804,2.107492098,5.5067695335,2.8257302016,3.1649296959,225.6827387371,11.8597070304,1.0274164933,6.8984012677,0.000124,12.8611322869,7.47,67 SiCaMg,F-43m,,,,,,7.47,,
1750651_PbPtTi,,6.329116922699,300,1800.64,12,3,122.685,42.5268,114.3660145725,0.3446346136,5.1933432247,-1.93851,-0.32228,11.7814568426,3.9020826983,1.8999048615,2.1345497467,159.3895183432,1.5068454404,0.7939940038,1.0849633077,1.47E-06,10.0518691754,7.77,124 PtPbTi,F-43m,,,,,,7.77,,
1100391_BeNaSb, F-43m ,3.92571220526984,300,153.753,3,3,47.2759,33.9207,82.1212858278,0.2104892562,10.6577899789,-2.54025,-2.49543,4.2200419864,4.6818845108,2.8351367861,3.1334987105,237.6407939541,1.7520885426,2.0587224762,1.9618435827,6.07E-06,14.1986223817,8.22,BeNaSb,F-43m,,,,,,8.22,,
2772125_LaAlHg,,6.95067364034398,300,1465.88,12,3,46.9806,11.2753,31.3202868312,0.3888892904,1.5537105245,-0.52471,-0.42879,7.2413441371,2.9264185832,1.2478272321,1.4104119277,95.8993516823,2.8018502407,6.2184265016,5.3287903907,6.68E-05,3.6993214477,8.49,94 HgAlLa,F-43m,,,,,,8.49,,
2731933_TeMnHf,,6.1016030902691,300,1444.11,12,3,131.645,62.5295,161.9475702432,0.2949693364,9.40710479,-2.23251,-0.92181,10.5455655361,4.5154614076,2.4350480784,2.7181680298,210.5372486422,1.6618686267,1.507729895,1.5608017389,3.51E-06,20.7157374582,8.51,46 MnHfTe,F-43m,,,,,,8.51,,
1751130_GePtV,,5.89502597154157,300,1274.52,12,3,163.33,49.9501,135.9875817651,0.3612343295,4.9280389916,-3.01099,-0.46628,10.3202673065,4.7201138335,2.2000001373,2.4772526344,198.6008818138,1.4516384862,0.7895088045,1.057339838,1.38E-06,12.6880041671,8.54,85 PtGeV,F-43m,,,,,,8.54,,
2773467_AuZrGa,,6.29884920611197,300,1431.65,12,3,119.397,47.9653,126.9024174115,0.3228564964,6.6217819428,-1.76762,-0.39519,9.5028676941,4.3925223939,2.2466542479,2.5168569541,188.8399678956,1.3970808051,0.8628477208,1.0709570727,1.42E-06,13.1589185421,8.56,63 AuGaZr,F-43m,,,,,,8.56,,
2730961_AsMnTa,,5.74708106416286,300,1243.23,12,3,179.902,70.8575,187.9029022944,0.3259210549,8.129521974,-3.48686,-1.06038,10.8645307137,5.0253889984,2.5538031995,2.8620946522,235.3603306571,1.5285286729,1.2536581515,1.3515074824,2.48E-06,22.1542396857,8.59,13 MnAsTa,F-43m,,,,,,8.59,,
2774895_PbScAu,,6.68389985862396,300,1796.49,12,3,66.1922,4.95822,14.512305113,0.4634591762,0.2460270094,-0.81017,-0.37509,9.9801360197,2.7008899254,0.7048466927,0.8044720775,56.8823639295,2.5203911066,11.1278981167,9.2016774616,0.000248,1.131743135,8.72,126 AuPbSc,F-43m,,,,,,8.72,,
1839533_PLiCd,,5.94750501518431,300,601.58,12,3,53.192,9.13356,25.9172681837,0.4187933393,0.9283530154,-1.2713,-0.92178,4.7434070883,3.7123106315,1.3876337172,1.5748534975,125.1416678184,3.8567453377,10.4493514249,8.8176409355,0.000224,3.5302019301,8.73,16 PCdLi,F-43m,,,,,,8.73,,
2695005_ScNaGe,,6.59987756124254,300,562.224,12,3,40.6512,8.12168,22.8437282022,0.4063425426,1.0347672174,-0.43368,-0.09841,3.2441670137,3.9835302274,1.5822362671,1.7926782219,128.3698578183,1.4105982807,1.5750238949,1.5221900942,3.3E-06,1.9577280486,8.91,31 GeNaSc,F-43m,,,,,,8.91,,
1758922_YMgTl,,6.97877927108883,300,1270.36,12,3,37.6785,4.69412,13.5208675929,0.4401919415,0.4320938422,-0.39815,-0.1312,6.1999742102,2.6620847225,0.8701260129,0.9903151418,67.0641698911,2.0499599347,4.583272406,3.9249249517,3.21E-05,0.9741497921,8.92,54 TlMgY,F-43m,,,,,,8.92,,
2693883_NaGeAl,,6.37636136503668,300,490.324,12,3,34.8099,30.0259,69.9620334719,0.1650280836,12.3095814855,-1.03631,-0.74908,3.1373707688,4.8842381259,3.0936066598,3.4028889854,252.2153158687,3.3579465255,3.0671912693,3.1670769611,1.92E-05,16.7708733413,8.95,104 GeAlNa,F-43m,,,,,,8.95,,
1750365_VPtIn,,6.14180723255003,300,1443.36,12,3,140.172,40.0194,109.6254360277,0.3696536683,3.9941205225,-2.15339,-0.38069,10.3344550496,4.3274464703,1.9678477576,2.2183875592,170.7016959375,1.4260870447,0.9352771306,1.1229738615,1.59E-06,9.7378627733,9.17,48 PtInV,F-43m,,,,,,9.17,,
961685_AsCaNa, F-43m ,4.38160363289177,300,137.99,3,3,34.244,22.158,54.6801742974,0.2338698054,7.3616009779,-1.26333,-0.36804,2.7239359959,4.8391718302,2.8521136664,3.1604961253,214.7494730301,0.9899042087,0.5319416193,0.7178286971,5.44E-07,7.0204375864,9.19,AsCaNa,F-43m,,,,,,9.19,,
1759721_ScTlCd,,6.75287486136973,300,1446.99,12,3,52.698,19.535,52.1598324035,0.3350353827,3.5637596327,-0.61955,-0.16916,7.7947265472,3.1784115665,1.5830924066,1.7763353898,124.3176702816,1.4857567834,1.1666102824,1.2818518273,2.19E-06,4.3713844554,9.32,36 TlCdSc,F-43m,,,,,,9.32,,
570213_BiLiMg, F-43m ,4.31138142241346,300,240.295,3,3,32.2969,21.5458,52.8786559226,0.2271221287,7.5052164133,-1.2205,-0.47299,4.9790208424,3.5009073475,2.0802203469,2.3033824121,159.0594707019,1.0488377946,0.7129808424,0.8399889052,7.93E-07,5.2050852025,9.43,BiLiMg,F-43m,,,,,,9.43,,
1750444_PbHfPt,,6.46019060932148,300,2323.08,12,3,129.232,55.8066,146.3531144593,0.3112527412,7.8733613493,-1.65541,-0.52034,14.2932052138,3.7745708591,1.9759591751,2.2102763866,161.6954681825,1.3884414288,1.0902533697,1.1979252093,1.86E-06,14.3782551603,9.55,119 PtHfPb,F-43m,,,,,,9.55,,
1758909_ScMgTl,,6.78010331577697,300,1094.56,12,3,46.274,29.6041,73.2018440764,0.2363463857,8.6061354093,-0.55843,-0.12715,5.8254851233,3.8365531905,2.2542905087,2.4987398429,174.1731981539,1.1563761512,0.502668189,0.7836998617,6.71E-07,7.4991467375,9.81,30 TlMgSc,F-43m,,,,,,9.81,,
2724736_PbPdTi,,6.30455704556488,300,1446,12,3,106.963,37.3007,100.2489824998,0.3437949221,4.8438425317,-1.65117,-0.3992,9.5720733183,4.0460169911,1.9740378829,2.2175890802,166.2352389621,1.5792074189,1.1742669887,1.3230900692,2.36E-06,9.8754946009,9.86,123 PdPbTi,F-43m,,,,,,9.86,,
961712_PtTaTl, F-43m ,3.98200247707532,300,580.408,3,3,156.072,51.5356,139.2768727769,0.3512685675,5.4901995076,-11.6514,-1.90213,15.2643164321,3.8374795859,1.837447707,2.0662203543,154.4845464552,1.8259014846,0.9985520191,1.3326825705,2.4E-06,12.7955306933,9.88,PtTaTl,F-43m,,,,,,9.88,,
1100435_BCuZr, F-43m ,3.48757499100062,300,165.581,3,3,145.305,65.6226,171.1090594942,0.3037357518,9.1220094416,-23.0633,-3.61169,6.4816919239,5.9930648122,3.1818706755,3.5557656929,303.5425045981,2.3733101986,1.0006742327,1.595336865,3.7E-06,26.0621561625,9.92,BCuZr,F-43m,,,,,,9.92,,
962063_TlLaMg, F-43m ,4.52007491979089,300,367.585,3,3,33.1743,17.216,44.03124185,0.2787883902,4.9062879479,1.33421,-0.88563,6.6095125149,2.9141292418,1.6139178033,1.7979484244,118.4244915546,-0.2928378786,2.2086798279,1.8112874967,5.01E-06,4.6848854384,9.98,TlLaMg,F-43m,,,,,,9.98,,
1764412_ScNaSi,,6.58299879017113,300,384.124,12,3,48.8586,25.8756,65.979228417,0.274931372,6.3766371766,-0.54473,-0.14146,2.2335803306,6.1090896977,3.4036463273,3.7899665674,272.0872554929,1.088189931,0.6131357109,0.8033322529,7.12E-07,9.8380709003,10.05,32 SiNaSc,F-43m,,,,,,10.05,,
2724532_PbHfPd,,6.43444964983017,300,1968.44,12,3,112.945,49.8173,130.2952138364,0.3077305859,7.552275436,-1.75661,-0.4474,12.2571477374,3.8254088051,2.0160225362,2.2540710053,165.5589952681,1.5807942823,1.0295780114,1.2408293364,2.02E-06,13.2101549869,10.1,118 PdHfPb,F-43m,,,,,,10.1,,
961658_FeSeV, F-43m ,3.48538120209591,300,185.748,3,3,159.81,46.0685,126.0895375819,0.3685005761,4.386190787,-8.35658,-1.40898,7.2848705813,5.5108129435,2.5147285679,2.8344489421,242.1186737534,0.8127440679,0.4808062617,0.611801232,3.7E-07,10.1060723484,10.15,FeSeV,F-43m,,,,,,10.15,,
11520_NiSbY, F-43m ,4.00873092885469,300,269.346,3,3,119.204,57.217,147.9753281762,0.2931063161,9.0412035503,-5.30822,-2.65362,6.9428592008,5.3063610552,2.8707367076,3.203764003,237.9378555675,1.2908863605,1.3271743281,1.3151895922,2.33E-06,21.7260628922,10.81,NiSbY,F-43m,,,,,,10.81,,
2725249_ScAsPd,,6.14745747238103,300,905.192,12,3,102.237,23.2898,64.9383684627,0.3941375294,2.2344180399,-1.45842,-0.2374,6.4633186491,4.5412050146,1.8982573743,2.1471368391,165.0672008229,1.3801746273,1.0173874686,1.1510917317,1.69E-06,5.5820528792,10.85,26 PdAsSc,F-43m,,,,,,10.85,,
2894_AuScSn, F-43m ,4.0902405192495,300,360.632,3,3,91.7316,46.834,120.0682044264,0.2818487042,8.6440605216,-5.66473,-1.70635,8.7511729829,4.1973633613,2.3133827427,2.578141468,187.6583226847,1.5953506343,1.0799226755,1.2750960247,2.16E-06,14.3817415446,11.05,AuScSn,F-43m,,,,,,11.05,,
2730867_AsMnNb,,5.75685383096972,300,891.08,12,3,175.167,67.131,178.5800005619,0.3300859555,7.6285304402,-3.76804,-0.77516,7.7475171776,5.8448744523,2.9436101,3.3007660911,270.9730769207,1.5639363751,0.9348570437,1.1823440517,1.8E-06,23.0096056191,11.5,12 MnAsNb,F-43m,,,,,,11.5,,
961693_AuInZr, F-43m ,4.09839318356697,300,403.01,3,3,109.793,50.3493,131.0200115559,0.3011105572,7.9534606143,-6.09005,-1.51439,9.7212812722,4.2661226638,2.2758045637,2.5423810102,184.687264179,1.4109469833,0.8686069876,1.0800814147,1.45E-06,14.3648491693,11.58,AuInZr,F-43m,,,,,,11.58,,
2711763_PbRhTa,,6.26599635705443,300,1964.22,12,3,152.821,55.0598,147.4689015993,0.3391703348,6.3197604536,-2.2614,-0.61297,13.2440610578,4.1330286326,2.0389507121,2.2890965725,172.6515864817,1.50730787,1.202779639,1.3121654793,2.31E-06,14.8873844476,11.66,125 RhPbTa,F-43m,,,,,,11.66,,
1100424_SbLiMg, F-43m ,4.19056840525788,300,153.065,3,3,35.9128,11.1199,30.2387019037,0.3596660898,2.0763253234,-1.5126,-0.55151,3.4538672475,3.8328300061,1.7943105899,2.0200061863,143.5124893571,1.4634926627,1.6582427705,1.5959687701,3.7E-06,3.0598804826,11.68,SbLiMg,F-43m,,,,,,11.68,,
9124_AsLiZn, F-43m ,3.76618192350564,300,147.322,3,3,54.8071,40.6159,97.7108409401,0.202864407,12.2985110372,-3.25356,-1.83367,4.579438917,4.8778750016,2.9781180259,3.2888033016,259.9839499787,1.2302074796,1.0391991568,1.106538178,1.54E-06,13.5916819433,11.8,AsLiZn,F-43m,,,,,,11.8,,
2721250_IrSnV,,6.08012883498927,300,1447.48,12,3,165.019,50.9726,138.642717015,0.3599729758,5.0453503999,-2.94973,-0.50644,10.6825684872,4.670074154,2.1843918644,2.4592559148,191.1558260924,1.5819359546,0.9499383211,1.1982330035,1.86E-06,13.932714672,11.91,91 IrSnV,F-43m,,,,,,11.91,,
1100421_RhSnV, F-43m ,3.80709661855628,300,272.557,3,3,147.19,45.2034,123.0169849339,0.3607050015,4.6712989525,-10.1776,-1.75972,8.2020836157,5.0292861542,2.3475965072,2.6432595398,206.7073132648,1.4988699111,0.9073825155,1.1391951939,1.65E-06,12.9251644663,12.37,RhSnV,F-43m,,,,,,12.37,,
2730962_MnTeZr,,6.14224903197555,300,1095.05,12,3,129.307,61.4833,159.2151869884,0.2947840063,9.3261210016,-2.55468,-0.82177,7.8388643212,5.1916748487,2.8006059743,3.1261560308,240.5358569361,1.8351367746,1.3819551713,1.5478293588,3.44E-06,23.5028412152,12.52,99 MnTeZr,F-43m,,,,,,12.52,,
569779_PdSbSc, F-43m ,4.00707082682041,300,273.126,3,3,98.4356,47.0832,121.8258926291,0.2937299571,8.0338128551,-5.83096,-1.79252,7.0490491055,4.782280342,2.5844475211,2.8844887754,214.3146044553,1.4738264261,1.0580879889,1.2126094066,1.91E-06,15.5779971209,12.75,PdSbSc,F-43m,,,,,,12.75,,
7173_PtSbSc, F-43m ,4.0147373029594,300,361.786,3,3,116.193,55.3793,143.3617852241,0.2943625617,8.797195276,-7.41194,-2.06203,9.2838668966,4.5242749813,2.4423577485,2.7261196606,202.1611568744,1.5634060451,1.0380611044,1.2381949462,2.01E-06,17.4982840588,12.89,PtSbSc,F-43m,,,,,,12.89,,
961665_GaMgSc, F-43m ,4.07785001424308,300,138.984,3,3,55.9048,36.3742,89.6739523199,0.232658757,9.9016382658,-2.50519,-0.60607,3.4034518466,5.5385771439,3.2691655971,3.6221424814,264.4503914879,0.9093185288,0.3982613139,0.6175446907,3.79E-07,11.5711099859,13.25,GaMgSc,F-43m,,,,,,13.25,,
2712075_PbNbRh,,6.281578842218,300,1612.06,12,3,144.214,52.0323,139.339088146,0.3389672198,6.124215542,-2.41665,-0.5498,10.7888763632,4.4494133794,2.1960812484,2.4654377494,185.4905643739,1.6608704628,1.1428413505,1.3379914547,2.42E-06,15.3083267995,13.27,121 RhNbPb,F-43m,,,,,,13.27,,
2772255_ScAlHg,,6.44546082089042,300,1090.11,12,3,63.7072,22.7275,60.9361858058,0.3405826819,3.7228677131,-0.85184,0.02627,6.7532039321,3.7310693886,1.8345134529,2.0599660369,151.043723636,0.9965971641,-0.3214201129,0.6324101215,4.01E-07,4.2497576616,13.42,25 HgAlSc,F-43m,,,,,,13.42,,
1751926_TaPtIn,,6.25902695597367,300,1963.39,12,3,162.953,67.4847,177.8963415455,0.318049436,8.3786176731,-2.49606,-0.60883,13.2827368429,4.3637375215,2.2540257678,2.5235340138,190.5456055025,1.4366868222,0.9393997158,1.1297511049,1.61E-06,18.8206552425,13.63,45 PtInTa,F-43m,,,,,,13.63,,
19991_AsMgLi,,6.20417685942294,300,424.948,12,3,45.5018,36.8526,87.0553231586,0.1811286471,12.8910452938,-0.61932,-0.25462,2.9517851302,5.6622857601,3.5333909825,3.8930435261,296.5525659633,1.0430628313,0.6583199313,0.8072071882,7.21E-07,13.3061087434,13.65,10 AsLiMg,F-43m,,,,,,13.65,,
961713_PtSnZr, F-43m ,4.03449336363436,300,405.014,3,3,140.022,64.6175,168.0082863663,0.3000215605,9.2713903825,-7.72313,-2.16129,10.2412169767,4.6994824928,2.5118823366,2.8057243431,207.0455627047,1.3728695543,0.931580049,1.0985526218,1.51E-06,20.1587368087,13.77,PtSnZr,F-43m,,,,,,13.77,,
2726005_TaPdIn,,6.23090706630781,300,1608.75,12,3,143.012,58.2976,153.9711346412,0.3205615209,7.550246493,-2.20953,-0.5244,11.0315413725,4.473263885,2.2988320267,2.5745389169,195.2741623732,1.4271633459,0.9213507131,1.1157313729,1.57E-06,16.4410479172,13.92,44 PdInTa,F-43m,,,,,,13.92,,
961682_PdSnTi, F-43m ,3.90614853069757,300,273.01,3,3,115.753,48.9219,128.6425221819,0.3147743872,7.1084608435,-9.06794,-1.76232,7.6064294826,4.8778395411,2.5360699966,2.8380966309,216.3158574877,1.7133384388,0.9068226295,1.2356082401,2E-06,15.7261539975,13.98,PdSnTi,F-43m,,,,,,13.98,,
1765032_SiLiIn,,6.33501955716577,300,599.66,12,3,45.3804,21.8919,56.5778220439,0.2922090372,5.1843167301,-2.0585,-0.59644,3.9125748612,4.365656653,2.3654316187,2.6395428571,196.9143445779,4.6981726745,3.2966897711,3.8213938719,3.01E-05,10.4541827182,14.27,37 SiInLi,F-43m,,,,,,14.27,,
30459_NiBiSc, F-43m ,3.93520610489114,300,312.626,3,3,87.4109,53.5513,133.4098813193,0.2456269159,11.5714993433,-4.34668,-2.59462,8.5186581821,4.3177443785,2.5072602358,2.7821153471,210.4832695462,1.3310359813,1.3096386966,1.3168097578,2.33E-06,17.144789271,14.34,NiBiSc,F-43m,,,,,,14.34,,
2719737_AsIrV,,5.84374376828336,300,1272.33,12,3,175.117,52.1657,142.3610918647,0.3645085934,4.9016987745,-0.86293,-0.50294,10.5761531682,4.8098066587,2.2208982087,2.5018987346,202.3369311428,0.4587205931,0.795332371,0.701315845,5.14E-07,11.2671498551,14.81,9 IrAsV,F-43m,,,,,,14.81,,
36111_PLiMg, F-43m ,3.63751914035976,300,62.289,3,3,56.2919,27.3953,70.7144784132,0.2906315757,5.9721371174,-3.67,-3.29806,2.1490377538,6.5719816482,3.5703928799,3.9833515209,326.0267831297,1.9249565095,2.7304658305,2.4910737221,1.08E-05,15.1427222805,14.83,PLiMg,F-43m,,,,,,14.83,,
1100405_RhScTe, F-43m ,3.96617307450344,300,275.462,3,3,108.02,47.0093,123.1616338889,0.3099709407,7.1864209835,-7.94261,-2.10266,7.3315408528,4.8252291613,2.5321781834,2.8319872348,212.5835044512,1.7971774466,1.2286418936,1.4432565699,2.91E-06,16.2718421791,14.87,RhScTe,F-43m,,,,,,14.87,,
30847_PtSnTi, F-43m ,3.9172585997363,300,361.67,3,3,138.806,57.3259,151.1673498669,0.3184908555,7.5913349349,-8.96598,-1.74368,9.9911230177,4.6414628269,2.3953461819,2.6819055634,203.8314392857,1.4099304246,0.747515272,1.0174251759,1.26E-06,16.1728869521,15.09,PtSnTi,F-43m,,,,,,15.09,,
31455_RuSbV, F-43m ,3.79833722265818,300,273.761,3,3,163.479,45.933,125.9983372728,0.3715448291,4.2492132942,-11.0338,-1.90386,8.2954427085,5.204799184,2.353112124,2.6533883754,207.9779222724,1.4881727223,0.969025842,1.1680011724,1.75E-06,13.3251499087,15.43,RuSbV,F-43m,,,,,,15.43,,
2721487_CrGeIr,,5.77560103187783,300,1267.3,12,3,195.077,60.6707,164.9153784471,0.3591023216,5.6314087458,-3.73472,-0.3337,10.9116226484,5.0290651775,2.3580056077,2.6544019141,217.2031367701,1.2922750937,0.3631660368,0.8028603154,7.11E-07,14.4831472086,15.57,73 IrCrGe,F-43m,,,,,,15.57,,
1100402_BHgY, F-43m ,3.85793046820419,300,300.307,3,3,91.4288,54.394,136.1766729163,0.2517618939,11.28378655,-5.59552,-3.10079,8.6846199013,4.3449599452,2.5026498485,2.7789898374,214.4581202954,1.5371367979,1.4699785681,1.4927004072,3.15E-06,17.9561618099,16.64,BHgY,F-43m,,,,,,16.64,,
2785994_PbNiHf,,6.19446262440826,300,1777.52,12,3,117.57,65.4144,165.5414969134,0.26532917,11.622239485,-1.75924,-0.74035,12.4052364042,4.0630391051,2.2963292547,2.5539979977,194.8558783247,1.4271319262,1.1784025497,1.2667505244,2.13E-06,18.8784440569,17.66,122 NiHfPb,F-43m,,,,,,17.66,,
1752827_NbAlPt,,6.06838430345821,300,1259.88,12,3,162.559,65.8847,174.1293852622,0.3214705786,8.0558992961,-2.57105,0.04784,9.3521488915,5.1744717859,2.6542179394,2.9728998455,231.5281483262,0.9521159863,-0.2477993485,0.5857570274,3.34E-07,16.1522492306,17.71,110 PtAlNb,F-43m,,,,,,17.71,,
961711_PtSiZr, F-43m ,3.85972131468082,300,314.389,3,3,160.507,64.544,170.7450107075,0.3227024255,7.8867687197,-9.04012,-2.3693,9.0792096746,5.2112544431,2.6662687059,2.9868778571,230.3941500164,1.2557804299,0.8886967288,1.0257595949,1.28E-06,20.0693898132,17.87,PtSiZr,F-43m,,,,,,17.87,,
961678_CoScTe, F-43m ,3.80893557385665,300,231.489,3,3,86.6788,67.7541,161.2481043463,0.1899508985,17.6589085859,-5.23051,-3.58036,6.9561353924,5.0445706752,3.1209281984,3.4417705691,269.0222634127,1.3948698907,1.2933976955,1.3280834825,2.38E-06,25.7434286822,17.89,CoScTe,F-43m,,,,,,17.89,,
2725330_GeHfPd,,6.12016973057969,300,1430.08,12,3,139.922,57.4466,151.5936261675,0.3194307946,7.5483541803,-2.20391,-0.58807,10.3483567652,4.5741538947,2.3561149151,2.638303454,203.731356005,1.4151223102,1.0066766365,1.1589315271,1.72E-06,16.5520539135,17.96,78 PdGeHf,F-43m,,,,,,17.96,,
1100417_RhSbV, F-43m ,3.81306674366071,300,275.597,3,3,150.131,38.019,105.1785672772,0.3832368984,3.3686885806,-10.3924,-0.87622,8.2546718307,4.932383305,2.1461023921,2.4238443924,189.2519053693,1.4290789362,0.4721933349,0.9107139501,9.63E-07,9.1854617196,18.02,RhSbV,F-43m,,,,,,18.02,,
569685_PLiZn, F-43m ,5.7542375819928,300,413.496,12,12,55.116,50.4627,115.9892422331,0.1492571962,17.8833260823,-1.06526,-0.60078,3.6037652517,5.8278954562,3.7420276753,4.1096920622,212.633371307,1.2858958376,0.9675038533,1.084074954,1.46E-06,7.9067004762,18.32,PLiZn,F-43m,,,,,,18.32,,
2678824_GaCuTi,,5.85387767359396,300,724.596,12,3,98.1623,8.45227,24.6493326393,0.4581486772,0.3956333711,-1.29798,0.30713,5.9919263038,4.2735513177,1.1876909555,1.3547372754,109.3724735013,0.6476644318,-3.8112661648,3.1342712483,1.87E-05,1.8477378026,18.7,75 CuGaTi,F-43m,,,,,,18.7,,
961651_FeSeZr, F-43m ,3.67812759189151,300,226.031,3,3,140.978,69.6608,179.4289390826,0.2878759581,10.4946428913,-30.7866,-4.77077,7.5428623598,5.5681254912,3.0389680725,3.3892964463,274.3422513433,3.785427065,1.5372580313,2.5203030621,1.11E-05,33.2603394812,18.89,FeSeZr,F-43m,,,,,,18.89,,
2758215_BeAsLi,,5.58960657239226,300,363.78,12,3,65.2377,47.9461,115.5344825549,0.204837125,13.4211151888,-1.07675,-0.79426,3.4553858906,6.1140015899,3.7250179139,4.1144984917,347.8822440802,1.2771737782,1.2798489665,1.2789578588,2.17E-06,19.9154627705,19.54,65 BeAsLi,F-43m,,,,,,19.54,,
2713812_CrGeRh,,5.73413395465578,300,910.048,12,3,176.453,52.9897,144.5040124704,0.3635103848,4.9937871204,-3.16009,-0.36617,8.0068603969,5.5553376281,2.5725546068,2.897654784,238.8225911881,1.2251526536,0.4847589104,0.8105515462,7.28E-07,13.7785223327,19.75,74 RhCrGe,F-43m,,,,,,19.75,,
1100401_BCdY, F-43m ,3.85815441494343,300,212.128,3,3,85.5399,55.3835,136.6572248773,0.233735904,12.5899837669,-4.9086,-2.52734,6.1334909556,5.0976412496,3.0049436637,3.32979998,256.9499121334,1.3247818349,1.1436977578,1.2070813329,1.89E-06,20.0398991665,20.17,BCdY,F-43m,,,,,,20.17,,
